,V1,V2
1794,430,4526
1795,431,431
1796,431,3296
1797,431,3570
1798,432,432
1799,432,3107
1800,432,1335
1801,433,433
1802,434,434
1803,434,4051
1804,434,557
1805,434,2985
1806,434,4242
1807,435,435
1808,435,3566
1809,435,2181
1810,435,852
1811,435,741
1812,436,436
1813,436,3553
1814,437,437
1815,437,1277
1816,437,1775
1817,437,1907
1818,438,438
1819,438,950
1820,438,1557
1821,438,95
1822,439,439
1823,439,1567
1824,440,440
1825,440,4305
1826,440,227
1827,440,734
1828,440,844
1829,441,441
1830,441,3352
1831,441,2852
1832,441,3753
1833,441,1129
1834,441,1177
1835,441,1480
1836,441,978
1837,441,1433
1838,442,442
1839,442,4275
1840,442,3619
1841,442,3430
1842,442,70
1843,442,548
1844,442,2121
1845,443,443
1846,443,2810
1847,443,2706
1848,443,404
1849,444,444
1850,444,1974
1851,444,3476
1852,444,1530
1853,444,1942
1854,444,688
1855,445,445
1856,445,1262
1857,445,4203
1858,445,1503
1859,445,1778
1860,445,4616
1861,445,1986
1862,446,446
1863,446,4297
1864,447,447
1865,447,3588
1866,447,1697
1867,447,3483
1868,447,4106
1869,448,448
1870,448,850
1871,448,3089
1872,448,4271
1873,448,4037
1874,448,3388
1875,448,2891
1876,448,3575
1877,449,449
1878,449,1274
1879,450,450
1880,451,451
1881,451,4565
1882,451,1398
1883,451,4350
1884,452,452
1885,453,453
1886,454,454
1887,454,4122
1888,454,4192
1889,454,1408
1890,455,455
1891,455,790
1892,455,2071
1893,455,4095
1894,456,456
1895,456,3901
1896,457,457
1897,457,1211
1898,457,1764
1899,458,458
1900,458,3025
1901,458,2578
1902,458,2645
1903,459,459
1904,459,597
1905,459,4249
1906,460,460
1907,460,966
1908,460,796
1909,460,3903
1910,460,549
1911,461,461
1912,462,462
1913,462,1601
1914,462,1517
1915,462,4480
1916,462,2441
1917,462,1808
1918,463,463
1919,463,86
1920,464,464
1921,464,148
1922,464,1862
1923,465,465
1924,466,466
1925,466,944
1926,466,4603
1927,466,4101
1928,466,1772
1929,466,1982
1930,466,4258
1931,466,1531
1932,467,467
1933,467,1869
1934,467,4395
1935,468,468
1936,468,1175
1937,468,3563
1938,469,469
1939,469,2960
1940,469,40
1941,470,470
1942,470,1166
1943,470,1209
1944,470,1797
1945,471,471
1946,471,3354
1947,472,472
1948,472,2345
